name,category_main,category_sub,price_text,price_value,old_price_text,old_price_value,unit,discount_percent,sku_or_code,product_url,image_url,local_image_path,description,source,error_note
"Đậu nành gói 500g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","32.000₫","32000","","","500g","","","https://www.bachhoaxanh.com/dau-cac-loai/dau-nanh-naita-500g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/252811/bhx/dau-nanh-naita-500g_202511171111189823.jpg","assets\bhx-images\dau-nanh-goi-500g.jpg","","bachhoaxanh.com",""
"Hạt sen khô gói 100g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","36.000₫","36000","","","100g","","","https://www.bachhoaxanh.com/dau-cac-loai/hat-sen-kho-duc-dung-goi-100g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/248325/bhx/248325_202411171046029385.jpg","assets\bhx-images\hat-sen-kho-goi-100g.jpg","","bachhoaxanh.com",""
"Măng khô Tây Bắc gói 100g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","39.000₫","39000","","","100g","","","https://www.bachhoaxanh.com/dau-cac-loai/mang-kho-tay-bac-nguyen-bao-goi-100g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/245245/bhx/245245_202411171044042394.jpg","assets\bhx-images\mang-kho-tay-bac-goi-100g.jpg","","bachhoaxanh.com",""
"Canh tiềm gói 100g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","35.000₫","35000","","","100g","","","https://www.bachhoaxanh.com/dau-cac-loai/canh-tiem-nguyen-bao-goi-100g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/245244/bhx/canh-tiem-nguyen-bao-goi-100g_202510131348148587.jpg","assets\bhx-images\canh-tiem-goi-100g.jpg","","bachhoaxanh.com",""
"Nấm hương khô gói 50g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","32.000₫","32000","","","50g","","","https://www.bachhoaxanh.com/dau-cac-loai/nam-huong-kho-nguyen-bao-goi-50g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/245243/bhx/245243_202411171043340307.jpg","assets\bhx-images\nam-huong-kho-goi-50g.jpg","","bachhoaxanh.com",""
"Hạt é gói 100g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","17.000₫","17000","","","100g","","","https://www.bachhoaxanh.com/dau-cac-loai/hat-e-nguyen-bao-goi-100g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/245241/bhx/hat-e-nguyen-bao-goi-100g_202511171347319255.jpg","assets\bhx-images\hat-e-goi-100g.jpg","","bachhoaxanh.com",""
"Táo đỏ có hạt gói 100g","Gạo, bột, đồ khô","Đậu, nấm, đồ khô","14.600₫","14600","","","100g","","","https://www.bachhoaxanh.com/dau-cac-loai/tao-do-co-hat-nguyen-bao-goi-100g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3235/245239/bhx/tao-do-co-hat-nguyen-bao-goi-100g_202511171123560495.jpg","assets\bhx-images\tao-do-co-hat-goi-100g.jpg","","bachhoaxanh.com",""
"Rong biển rắc cơm Okenki BBQ Olive vị BBQ gói 43g","Gạo, bột, đồ khô","Rong biển","39.000₫","39000","","","43g","-51%","","https://www.bachhoaxanh.com/rong-bien/rong-bien-rac-com-okenki-bbq-olive-vi-bbq-goi-43g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/336505/bhx/rong-bien-rac-com-okenki-bbq-olive-vi-bbq-goi-43g_202504051801146729.jpg","assets\bhx-images\rong-bien-rac-com-okenki-bbq-olive-vi-bbq-goi-43g.jpg","","bachhoaxanh.com",""
"Rong biển nấu canh Humanwell 15g","Gạo, bột, đồ khô","Rong biển","10.000₫","10000","","","15g","-50%","","https://www.bachhoaxanh.com/rong-bien/tao-bien-nau-canh-humanwell-15g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/77445/bhx/77445_202412271331554018.jpg","assets\bhx-images\rong-bien-nau-canh-humanwell-15g.jpg","","bachhoaxanh.com",""
"Rong biển nướng giòn trộn chà bông cá hồi Bibigo gói 45g","Gạo, bột, đồ khô","Rong biển","38.500₫","38500","","","45g","-30%","","https://www.bachhoaxanh.com/rong-bien/rong-bien-nuong-gion-tron-cha-bong-ca-hoi-bibigo-goi-45g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/334873/bhx/rong-bien-nuong-gion-tron-cha-bong-ca-hoi-bibigo-goi-45g_202504251320361314.jpg","assets\bhx-images\rong-bien-nuong-gion-tron-cha-bong-ca-hoi-bibigo-goi-45g.jpg","","bachhoaxanh.com",""
"Rong biển nấu canh Miwon vị truyền thống 50g","Gạo, bột, đồ khô","Rong biển","49.000₫","49000","","","50g","-17%","","https://www.bachhoaxanh.com/rong-bien/rong-bien-kho-miwon-50g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/136207/bhx/136207_202412271333369689.jpg","assets\bhx-images\rong-bien-nau-canh-miwon-vi-truyen-thong-50g.jpg","","bachhoaxanh.com",""
"Lốc 3 gói rong biển ăn liền Bibigo vị truyền thống muối hồng Himalaya 4g","Gạo, bột, đồ khô","Rong biển","30.000₫","30000","","","3 g","","","https://www.bachhoaxanh.com/rong-bien/loc-3-goi-rong-bien-an-lien-bibigo-vi-truyen-thong-muoi-hong-himalaya-4g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/337429/bhx/loc-3-goi-rong-bien-an-lien-bibigo-vi-truyen-thong-muoi-hong-himalaya-4g_202511061417518348.jpg","assets\bhx-images\loc-3-goi-rong-bien-an-lien-bibigo-vi-truyen-thong-muoi-hong-himalaya-4g.jpg","","bachhoaxanh.com",""
"Lốc 3 gói rong biển ăn liền O'food 4g","Gạo, bột, đồ khô","Rong biển","32.000₫","32000","","","3 g","","","https://www.bachhoaxanh.com/rong-bien/loc-3-goi-rong-bien-an-lien-tam-dau-oliu-ofood-4g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/305888/bhx/305888_202412271410490297.jpg","assets\bhx-images\loc-3-goi-rong-bien-an-lien-o-food-4g.jpg","","bachhoaxanh.com",""
"Lốc 3 gói rong biển ăn liền Bibigo vị BBQ 4g","Gạo, bột, đồ khô","Rong biển","31.000₫","31000","","","3 g","","","https://www.bachhoaxanh.com/rong-bien/loc-3-goi-rong-bien-an-lien-bibigo-vi-bbq-4g-moi","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/337424/bhx/loc-3-goi-rong-bien-an-lien-bibigo-vi-bbq-4g-moi_202504250928474540.jpg","assets\bhx-images\loc-3-goi-rong-bien-an-lien-bibigo-vi-bbq-4g.jpg","","bachhoaxanh.com",""
"Rong biển rắc cơm nướng giòn Bibigo vị nước tương kiểu Hàn Quốc gói 30g","Gạo, bột, đồ khô","Rong biển","32.000₫","32000","","","30g","","","https://www.bachhoaxanh.com/rong-bien/rong-bien-rac-com-gion-tam-nuoc-tuong-bibigo-30g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/327057/bhx/327057_202412301546284571.jpg","assets\bhx-images\rong-bien-rac-com-nuong-gion-bibigo-vi-nuoc-tuong-kieu-han-quoc-goi-30g.jpg","","bachhoaxanh.com",""
"Rong nho Tasami xốt mè rang gói 35g","Gạo, bột, đồ khô","Rong biển","22.000₫","22000","","","35g","","","https://www.bachhoaxanh.com/rong-bien/rong-nho-tasami-xot-me-rang-goi-35g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/327054/bhx/327054-2_202412301551240200.jpg","assets\bhx-images\rong-nho-tasami-xot-me-rang-goi-35g.jpg","","bachhoaxanh.com",""
"Rong biển nấu canh Ottogi gói 20g","Gạo, bột, đồ khô","Rong biển","27.000₫","27000","","","20g","","","https://www.bachhoaxanh.com/rong-bien/rong-bien-nau-canh-ottogi-goi-20g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/305720/bhx/305720_202412271410365517.jpg","assets\bhx-images\rong-bien-nau-canh-ottogi-goi-20g.jpg","","bachhoaxanh.com",""
"Rong biển trộn cơm vị truyền thống Tohogenkai gói 40g","Gạo, bột, đồ khô","Rong biển","47.000₫","47000","","","40g","","","https://www.bachhoaxanh.com/rong-bien/rong-bien-tron-com-vi-truyen-thong-genkai-goi-40g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/262978/bhx/262978_202412271403075504.jpg","assets\bhx-images\rong-bien-tron-com-vi-truyen-thong-tohogenkai-goi-40g.jpg","","bachhoaxanh.com",""
"Lốc 3 gói rong biển ăn liền Tohogenkai lá xanh gói 4g","Gạo, bột, đồ khô","Rong biển","29.000₫","29000","","","3 g","","","https://www.bachhoaxanh.com/rong-bien/loc-3-goi-rong-bien-an-lien-genkai-la-xanh-goi-4g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7083/262255/bhx/262255_202412271402446962.jpg","assets\bhx-images\loc-3-goi-rong-bien-an-lien-tohogenkai-la-xanh-goi-4g.jpg","","bachhoaxanh.com",""
"Cải tứ xuyên giòn Ông Chà Và 40g","Gạo, bột, đồ khô","Cá mắm, dưa mắm","10.000₫","10000","","","40g","","","https://www.bachhoaxanh.com/ca-mam/cai-tu-xuyen-gion-ong-cha-va-40g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8285/332813/bhx/332813-2_202412040902221897.png","assets\bhx-images\cai-tu-xuyen-gion-ong-cha-va-40g.jpg","","bachhoaxanh.com",""
"Mắm cà pháo Sông Hương hũ 390g","Gạo, bột, đồ khô","Cá mắm, dưa mắm","36.000₫","36000","","","390g","","","https://www.bachhoaxanh.com/ca-mam/mam-ca-phao-song-huong-hu-390g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8285/91764/bhx/91764_202411180945258019.jpg","assets\bhx-images\mam-ca-phao-song-huong-hu-390g.jpg","","bachhoaxanh.com",""
"Bánh tráng dừa nướng giòn SACHI gói 45g","Gạo, bột, đồ khô","Bánh phồng, bánh đa","5.000₫","5000","","","45g","-50%","","https://www.bachhoaxanh.com/banh-phong-tom/banh-trang-dua-nuong-gion-sachi-goi-45g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3234/334783/bhx/banh-trang-dua-nuong-gion-sachi-goi-45g_202502200842014969.jpg","assets\bhx-images\banh-trang-dua-nuong-gion-sachi-goi-45g.jpg","","bachhoaxanh.com",""
"Bánh tráng dừa nướng Phương Nguyên 45g","Gạo, bột, đồ khô","Bánh phồng, bánh đa","11.000₫","11000","","","45g","","","https://www.bachhoaxanh.com/banh-phong-tom/banh-trang-dua-nuong-phuong-nguyen","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3234/331049/bhx/331049-2_202412030843548536.jpg","assets\bhx-images\banh-trang-dua-nuong-phuong-nguyen-45g.jpg","","bachhoaxanh.com",""
"Bánh phồng rau củ Sa Giang gói 100g","Gạo, bột, đồ khô","Bánh phồng, bánh đa","11.500₫","11500","","","100g","","","https://www.bachhoaxanh.com/banh-phong-tom/banh-phong-rau-cu-sa-giang-goi-100g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3234/292993/bhx/292993_202411160858156362.jpg","assets\bhx-images\banh-phong-rau-cu-sa-giang-goi-100g.jpg","","bachhoaxanh.com",""
"Bánh tráng cuốn 22cm Tân Nhiên gói 300g","Gạo, bột, đồ khô","Bánh tráng","11.500₫","11500","","","300g","-51%","","https://www.bachhoaxanh.com/banh-trang/banh-trang-cuon-22cm-tan-nhien-goi-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/238303/bhx/238303_202411191430076782.jpg","assets\bhx-images\banh-trang-cuon-22cm-tan-nhien-goi-300g.jpg","","bachhoaxanh.com",""
"Bánh tráng gỏi cuốn hương quế Dalat Vinfarm gói 280g","Gạo, bột, đồ khô","Bánh tráng","14.000₫","14000","","","280g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-goi-cuon-huong-que-dalat-vinfarm-goi-280g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/324039/bhx/324039-2_202412021519269975.jpg","assets\bhx-images\banh-trang-goi-cuon-huong-que-dalat-vinfarm-goi-280g.jpg","","bachhoaxanh.com",""
"Bánh tráng rau củ Sa Giang gói 200g","Gạo, bột, đồ khô","Bánh tráng","14.000₫","14000","","","200g","-50%","","https://www.bachhoaxanh.com/banh-trang/banh-trang-rau-cu-sa-giang-goi","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/326230/bhx/326230_202411191434312171.jpg","assets\bhx-images\banh-trang-rau-cu-sa-giang-goi-200g.jpg","","bachhoaxanh.com",""
"Bánh tráng gỏi cuốn hương quế Dalat Vinfarm gói 180g","Gạo, bột, đồ khô","Bánh tráng","9.500₫","9500","","","180g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-goi-cuon-huong-que-dalat-vinfarm-goi-180-cai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/324041/bhx/324041-2_202412021517264134.jpg","assets\bhx-images\banh-trang-goi-cuon-huong-que-dalat-vinfarm-goi-180g.jpg","","bachhoaxanh.com",""
"Bánh tráng gạo Mikiri gói 200g","Gạo, bột, đồ khô","Bánh tráng","24.000₫","24000","","","200g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-gao-mikiri-goi-200g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/326225/bhx/banh-trang-gao-mikiri-goi-200g_202508151153404161.jpg","assets\bhx-images\banh-trang-gao-mikiri-goi-200g.jpg","","bachhoaxanh.com",""
"Bánh tráng chả giò 16cm Tân Nhiên gói 300g","Gạo, bột, đồ khô","Bánh tráng","23.500₫","23500","","","300g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-cha-gio-16cm-tan-nhien-goi-300g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/237350/bhx/237350_202411191429391305.jpg","assets\bhx-images\banh-trang-cha-gio-16cm-tan-nhien-goi-300g.jpg","","bachhoaxanh.com",""
"Bánh tráng siêu mỏng 16cm x 22cm không nhúng nước Tân Nhiên gói 120g","Gạo, bột, đồ khô","Bánh tráng","12.000₫","12000","","","120g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-sieu-mong-khong-nhung-nuoc-tan-nhien-goi-120g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/237346/bhx/237346_202411191429248875.jpg","assets\bhx-images\banh-trang-sieu-mong-16cm-x-22cm-khong-nhung-nuoc-tan-nhien-goi-120g.jpg","","bachhoaxanh.com",""
"Bánh tráng Mikiri gói 105g","Gạo, bột, đồ khô","Bánh tráng","12.300₫","12300","","","105g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-mikiri-khong-nhung-nuoc-goi-105g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/229772/bhx/229772-1_202411191428397789.jpg","assets\bhx-images\banh-trang-mikiri-goi-105g.jpg","","bachhoaxanh.com",""
"Bánh tráng siêu mỏng 21cm Tinh Nguyên gói 180g","Gạo, bột, đồ khô","Bánh tráng","18.500₫","18500","","","180g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-sieu-mong-21cm-tinh-nguyen-goi-180g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/221888/bhx/221888_202411191426222466.jpg","assets\bhx-images\banh-trang-sieu-mong-21cm-tinh-nguyen-goi-180g.jpg","","bachhoaxanh.com",""
"Bánh tráng 16cm Safoco gói 200g","Gạo, bột, đồ khô","Bánh tráng","16.000₫","16000","","","200g","","","https://www.bachhoaxanh.com/banh-trang/banh-trang-16cm-safoco-200g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3233/196972/bhx/196972_202411191425540432.jpg","assets\bhx-images\banh-trang-16cm-safoco-goi-200g.jpg","","bachhoaxanh.com",""
"Nước cốt dừa xim Mom Cooks lon 400ml","Gạo, bột, đồ khô","Nước cốt dừa lon","16.000₫","16000","","","400ml","-50%","","https://www.bachhoaxanh.com/nuoc-cot-dua/nuoc-cot-dua-xim-mom-cooks-hop-400ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7086/327273/bhx/2071626170_202412311034419088.jpg","assets\bhx-images\nuoc-cot-dua-xim-mom-cooks-lon-400ml.jpg","","bachhoaxanh.com",""
"Nước cốt dừa xim Mom Cooks hộp 200ml","Gạo, bột, đồ khô","Nước cốt dừa lon","21.000₫","21000","","","200ml","","","https://www.bachhoaxanh.com/nuoc-cot-dua/hop-mom-cooks-200ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7086/327263/bhx/2071626170-1_202412311035431562.jpg","assets\bhx-images\nuoc-cot-dua-xim-mom-cooks-hop-200ml.jpg","","bachhoaxanh.com",""
"Nước cốt dừa organic Vietcoco lon 400ml","Gạo, bột, đồ khô","Nước cốt dừa lon","33.000₫","33000","","","400ml","","","https://www.bachhoaxanh.com/nuoc-cot-dua/nuoc-cot-dua-organic-vietcoco-lon-400ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7086/211286/bhx/211286_202411191535457006.jpg","assets\bhx-images\nuoc-cot-dua-organic-vietcoco-lon-400ml.jpg","","bachhoaxanh.com",""
"Nước cốt dừa Vietcoco lon 400ml","Gạo, bột, đồ khô","Nước cốt dừa lon","28.000₫","28000","","","400ml","","","https://www.bachhoaxanh.com/nuoc-cot-dua/nuoc-cot-dua-vietcoco-hop-400ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/7086/211279/bhx/211279_202411191535303958.jpg","assets\bhx-images\nuoc-cot-dua-vietcoco-lon-400ml.jpg","","bachhoaxanh.com",""
"Bột cốt dừa Tấn Sang gói 50g","Gạo, bột, đồ khô","Nước cốt dừa lon","8.000₫","8000","","","50g","","","https://www.bachhoaxanh.com/bot-che-bien-san/bot-cot-dua-tan-sang-goi-50g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2388/234437/bhx/234437_202411131421516457.jpg","assets\bhx-images\bot-cot-dua-tan-sang-goi-50g.jpg","","bachhoaxanh.com",""
"Ngũ cốc dinh dưỡng MacCereal bịch 560g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","52.000₫","52000","","","560g","-40%","","https://www.bachhoaxanh.com/yen-mach-ngu-coc/ngu-co-c-dinh-duo-ng-maccereal-canxi","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8286/79373/bhx/79373-thumb-moi_202412211859565046.jpg","assets\bhx-images\ngu-coc-dinh-duong-maccereal-bich-560g.jpg","","bachhoaxanh.com",""
"Hạt chia Sunrise gói 300g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","69.000₫","69000","","","300g","-32%","","https://www.bachhoaxanh.com/bot-ngu-coc/hat-chia-sunrise-goi-300g","https://cdn.tgdd.vn/Products/Images/2903/234410/bhx/hat-chia-sunrise-goi-300g-202208290912294350.jpg","assets\bhx-images\hat-chia-sunrise-goi-300g.jpg","","bachhoaxanh.com",""
"Bột thức uống lúa mạch Milo Active Go hũ 400g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","72.000₫","72000","","","400g","-19%","","https://www.bachhoaxanh.com/yen-mach-ngu-coc/bot-thuc-uong-lua-mach-milo-active-go-hu-400g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8286/79378/bhx/79378-thumb-moi_202412211900251284.jpg","assets\bhx-images\bot-thuc-uong-lua-mach-milo-active-go-hu-400g.jpg","","bachhoaxanh.com",""
"Granola Sunrise gói 300g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","108.000₫","108000","","","300g","","","https://www.bachhoaxanh.com/bot-ngu-coc/granola-sunrise-goi-300g","https://cdn.tgdd.vn/Products/Images/2903/313780/bhx/granola-sunrise-goi-300g-202309071048108064.jpg","assets\bhx-images\granola-sunrise-goi-300g.jpg","","bachhoaxanh.com",""
"Bột ngũ cốc Vitapro bịch 400g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","33.000₫","33000","","","400g","","","https://www.bachhoaxanh.com/bot-ngu-coc/bot-ngu-coc-vitapro-bich-400g","https://cdn.tgdd.vn/Products/Images/2903/248526/bhx/bot-ngu-coc-vitapro-bich-400g-202306241734449536.png","assets\bhx-images\bot-ngu-coc-vitapro-bich-400g.jpg","","bachhoaxanh.com",""
"Yến mạch nguyên chất Yumfood hũ 800g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","139.000₫","139000","","","800g","","","https://www.bachhoaxanh.com/bot-ngu-coc/yen-mach-nguyen-chat-yumfood-hu-800g","https://cdn.tgdd.vn/Products/Images/2903/229445/bhx/yen-mach-nguyen-chat-yumfood-hu-800g-202306241732044101.png","assets\bhx-images\yen-mach-nguyen-chat-yumfood-hu-800g.jpg","","bachhoaxanh.com",""
"Ngũ cốc Nestlé Koko Krunch vị socola hộp 150g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","69.000₫","69000","","","150g","","","https://www.bachhoaxanh.com/bot-ngu-coc/ngu-coc-an-sang-nestle-koko-170gam","https://cdn.tgdd.vn/Products/Images/2903/83781/bhx/ngu-coc-nestle-koko-krunch-vi-socola-hop-150g-202306241726430817.png","assets\bhx-images\ngu-coc-nestle-koko-krunch-vi-socola-hop-150g.jpg","","bachhoaxanh.com",""
"Ngũ cốc dinh dưỡng VinaCafé B'fast bịch 500g","Gạo, bột, đồ khô","Ngũ cốc, yến mạch","67.500₫","67500","","","500g","","","https://www.bachhoaxanh.com/yen-mach-ngu-coc/ngu-coc-vinacafe-bich-25g-20goi","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8286/79376/bhx/79376-thumb-moi_202412211900158396.jpg","assets\bhx-images\ngu-coc-dinh-duong-vinacafe-b-fast-bich-500g.jpg","","bachhoaxanh.com",""
"Thùng 30 gói mì Gấu Đỏ tôm và gà 63g","Mì, miến, cháo, phở","Mì ăn liền","86.000₫","86000","","","30 g","","","https://www.bachhoaxanh.com/mi/mi-gau-do-tom-ga-hanh-phi-64g-30-thung","https://cdn.tgdd.vn/Products/Images/2565/86998/bhx/thung-30-goi-mi-gau-do-tom-va-ga-63g-202407121435290079.jpg","assets\bhx-images\thung-30-goi-mi-gau-do-tom-va-ga-63g.jpg","","bachhoaxanh.com",""
"Thùng 30 gói mì gà sợi phở Gấu Đỏ 63g","Mì, miến, cháo, phở","Mì ăn liền","86.000₫","86000","","","30 g","","","https://www.bachhoaxanh.com/mi/mi-gau-do-vi-ga-soi-pho-goi-64g-thung-30-goi","https://cdn.tgdd.vn/Products/Images/2565/86006/bhx/thung-30-goi-mi-ga-soi-pho-gau-do-63g-202405281629053778.jpg","assets\bhx-images\thung-30-goi-mi-ga-soi-pho-gau-do-63g.jpg","","bachhoaxanh.com",""
"Thùng 30 gói mì Gấu Đỏ tôm chua cay 63g","Mì, miến, cháo, phở","Mì ăn liền","86.000₫","86000","","","30 g","","","https://www.bachhoaxanh.com/mi/thung-mi-gau-do-tom-chua-cay-goi-65g-30-goi","https://cdn.tgdd.vn/Products/Images/2565/85979/bhx/thung-30-goi-mi-gau-do-tom-chua-cay-63g-202407121407146873.jpg","assets\bhx-images\thung-30-goi-mi-gau-do-tom-chua-cay-63g.jpg","","bachhoaxanh.com",""
